Logging to ./baseline_seed_data/bipedalwalker/
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.0131157525 |
|    clip_fraction        | 0.136        |
|    clip_range           | 0.2          |
|    entropy_loss         | -3.88        |
|    explained_variance   | 0.828        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0983       |
|    n_updates            | 450          |
|    policy_gradient_loss | -0.0122      |
|    std                  | 0.635        |
|    value_loss           | 0.223        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.07e+03    |
|    ep_rew_mean          | -74.2       |
| time/                   |             |
|    fps                  | 488         |
|    iterations           | 47          |
|    time_elapsed         | 196         |
|    total_timesteps      | 96256       |
| train/                  |             |
|    approx_kl            | 0.011368747 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.82       |
|    explained_variance   | 0.848       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0891      |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0121     |
|    std                  | 0.625       |
|    value_loss           | 0.188       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.07e+03    |
|    ep_rew_mean          | -72.8       |
| time/                   |             |
|    fps                  | 490         |
|    iterations           | 48          |
|    time_elapsed         | 200         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.011103461 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.76       |
|    explained_variance   | 0.86        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.129       |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0126     |
|    std                  | 0.615       |
|    value_loss           | 0.218       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.09e+03    |
|    ep_rew_mean          | -70.1       |
| time/                   |             |
|    fps                  | 491         |
|    iterations           | 49          |
|    time_elapsed         | 204         |
|    total_timesteps      | 100352      |
| train/                  |             |
|    approx_kl            | 0.013654903 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.7        |
|    explained_variance   | 0.842       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0995      |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0158     |
|    std                  | 0.607       |
|    value_loss           | 0.267       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.09e+03    |
|    ep_rew_mean          | -68.8       |
